Date,Dividends,Stock Splits
2013-03-26,0.0,1.1
2013-04-02,0.006862,0.0
2013-05-03,0.006862,0.0
2013-06-04,0.006862,0.0
2013-06-28,0.080762,0.0
2013-07-02,0.008073,0.0
2013-08-02,0.008073,0.0
2013-09-03,0.008073,0.0
2013-10-02,0.008073,0.0
2013-11-04,0.008073,0.0
2013-12-03,0.008073,0.0
2013-12-26,0.138384,0.0
2014-01-03,0.008073,0.0
2014-02-04,0.008073,0.0
2014-02-11,0.083137,0.0
2014-03-06,0.008073,0.0
2014-04-02,0.008073,0.0
2014-05-05,0.008073,0.0
2014-06-03,0.008073,0.0
2014-06-25,0.080739,0.0
2014-07-02,0.008073,0.0
2014-08-04,0.008065,0.0
2014-09-02,0.008065,0.0
2014-10-02,0.008065,0.0
2014-11-04,0.008065,0.0
2014-12-02,0.008065,0.0
2014-12-23,0.253242,0.0
2015-01-05,0.008065,0.0
2015-02-03,0.008073,0.0
2015-02-10,0.061414,0.0
2015-03-03,0.0074,0.0
2015-03-27,0.0,1.2
2015-04-02,0.00888,0.0
2015-05-05,0.00888,0.0
2015-06-02,0.00888,0.0
2015-06-23,0.088871,0.0
2015-07-02,0.00888,0.0
2015-08-04,0.00888,0.0
2015-09-02,0.00888,0.0
2015-10-02,0.00888,0.0
2015-11-04,0.00888,0.0
2015-12-02,0.00888,0.0
2015-12-17,0.395221,0.0
2016-01-05,0.008926,0.0
2016-02-02,0.008926,0.0
2016-03-02,0.008926,0.0
2016-04-04,0.008926,0.0
2016-04-18,0.0,1.1
2016-05-03,0.009818,0.0
2016-06-02,0.009818,0.0
2016-06-23,0.098197,0.0
2016-07-04,0.009818,0.0
2016-08-02,0.009818,0.0
2016-09-02,0.009818,0.0
2016-10-03,0.325071,0.0
2016-10-04,0.009818,0.0
2016-11-03,0.009818,0.0
2016-12-02,0.009818,0.0
2016-12-22,0.14612,0.0
2017-01-03,0.009818,0.0
2017-02-02,0.009818,0.0
2017-03-02,0.009818,0.0
2017-04-04,0.009818,0.0
2017-05-02,0.0,1.1
2017-05-03,0.0108,0.0
2017-06-02,0.0108,0.0
2017-07-03,0.107998,0.0
2017-07-04,0.0108,0.0
2017-08-02,0.0108,0.0
2017-09-04,0.0108,0.0
2017-10-03,0.0108,0.0
2017-11-03,0.0108,0.0
2017-12-04,0.0108,0.0
2017-12-26,0.472367,0.0
2018-01-03,0.0108,0.0
2018-02-02,0.0108,0.0
2018-03-02,0.0108,0.0
2018-04-02,0.0,1.1
2018-04-03,0.011879,0.0
2018-05-03,0.011879,0.0
2018-06-04,0.011879,0.0
2018-07-02,0.118778,0.0
2018-07-03,0.011879,0.0
2018-08-02,0.011879,0.0
2018-09-04,0.011879,0.0
2018-10-02,0.011879,0.0
2018-11-05,0.011879,0.0
2018-12-04,0.011879,0.0
2018-12-26,0.457177,0.0
2019-01-03,0.011879,0.0
2019-02-04,0.011879,0.0
2019-03-06,0.011879,0.0
2019-04-01,0.0,1.2
2019-04-02,0.014255,0.0
2019-05-03,0.014255,0.0
2019-06-04,0.014255,0.0
2019-07-01,0.142592,0.0
2019-07-02,0.014255,0.0
2019-08-02,0.014255,0.0
2019-09-03,0.014255,0.0
2019-10-02,0.014255,0.0
2019-10-18,0.784012,0.0
2019-11-04,0.014255,0.0
2019-12-03,0.014255,0.0
2019-12-20,0.416016,0.0
2020-01-03,0.014255,0.0
2020-02-04,0.014255,0.0
2020-02-18,0.04811,0.0
2020-03-03,0.014255,0.0
2020-04-02,0.014255,0.0
2020-04-14,0.0,1.1
2020-05-05,0.015681,0.0
2020-06-02,0.015681,0.0
2020-07-02,0.015681,0.0
2020-08-04,0.015681,0.0
2020-09-02,0.015681,0.0
2020-10-02,0.015681,0.0
2020-11-04,0.015681,0.0
2020-12-02,0.015681,0.0
2020-12-29,0.343201,0.0
2021-01-05,0.015681,0.0
2021-02-02,0.015681,0.0
2021-02-18,0.018034,0.0
2021-03-02,0.015681,0.0
2021-04-02,0.017249,0.0
2021-04-05,0.015681,0.0
2021-04-19,0.0,1.1
2021-05-04,0.017249,0.0
2021-06-02,0.017249,0.0
2021-07-02,0.017249,0.0
2021-07-05,0.490007,0.0
2021-08-03,0.017249,0.0
2021-09-02,0.017249,0.0
2021-10-04,0.017249,0.0
2021-11-03,0.017249,0.0
